param fjarmagn := 1050000;  # thusundir ISK (6300000/6)

set S := Ar	Mi	Ko	Hf	LV	Ge	Br	Gv	Ve	Se	Ha	Hl	Fo	Ga	Mo	Gh;
# set I := 1 .. 3289; # Eignir (19734/6)
# set J := 1 .. 167; # Kunnar (1000/6)


param: IS: si:  Ar	Mi	Ko	Hf	LV	Ge	Br	Gv	Ve	Se	Ha	Hl	Fo	Ga	Mo	Gh :=
            1095	37501.1	69.5	3.652
            1096	23999.3	61.5	3.344
            1097	20131.8	55.2	3.356
            1098	27935.7	62.8	4.119
            1099	24042.2	92.4	2.496
            1100	29872.7	109.2	2.244
            1101	31475.6	104.3	2.592
            1102	30539.6	92.8	2.821
            1103	61501.7	166.3	3.548
            1104	50984.7	165	2.672
            1105	76649.3	160.8	3.678
            1106	30940	91.5	2.929
            1107	22865.7	63	3.856
            1108	37104.6	119.1	3.239
            1109	35833.2	110.1	3.979
            1110	18162.3	73.3	2.138
            1111	29065.4	81.4	3.241
            1112	20900.1	67.7	2.757
            1113	35110.4	100	2.127
            1114	29877.9	100.7	2.606
            1115	46688.2	126.1	3.576
            1116	32969.3	94.3	3.19
            1117	36112.7	93.2	3.196
            1118	38409.8	82	3.602
            1119	58050.2	126.8	4.236
            1120	55718	126.8	4.05
            1121	56946.5	126.8	3.888
            1122	92323.4	186.3	4.225
            1123	58175	126.8	3.795
            1124	56946.5	126.8	3.92
            1125	36566.4	82	3.63
            1126	43907.5	104.5	3.53
            1127	35709.7	95.2	3.4
            1128	31146.7	80.4	2.984
            1129	36982.4	119.1	3.016
            1130	64287.6	189.1	3.063
            1131	50492	177.2	2.56
            1132	19481.8	63.5	2.539
            1133	17137.9	49.7	2.204
            1134	22739.6	84	2.54
            1135	29094	79.5	2.926
            1136	34776.3	102.9	2.957
            1137	24663.6	74	3.467
            1138	33893.6	128.1	2.552
            1139	15204.8	48.4	2.583
            1140	42473.6	103.5	4.044
            1141	36381.8	119.5	2.723
            1142	21171.8	61.6	3.18
            1143	20892.3	82	2.243
            1144	25470.9	74.7	2.003
            1145	41732.6	108.6	3.211
            1146	65520	165.7	3.834
            1147	64918.1	267.7	2.275
            1148	36427.3	102.7	3.654
            1149	51214.8	145.3	3.056
            1150	65275.6	176.7	3.083
            1151	23883.6	78.4	2.531
            1152	48046.7	135.5	3.496
            1153	33701.2	90.1	2.398
            1154	72417.8	231.8	3.591
            1155	71813.3	194.2	2.972
            1156	54330.9	125.8	3.769
            1157	22755.2	92.1	2.398
            1158	54139.8	118.6	3.768
            1159	33597.2	74.7	2.864
            1160	53272.7	131.5	3.915
            1161	44111.6	126.6	2.963
            1162	18564	64.6	2.537
            1163	30752.8	103.6	2.916
            1164	83435.3	198.9	3.468
            1165	24352.9	66.5	2.995
            1166	37596	76.1	4.009
            1167	29484	126.2	2.009
            1168	22932	73.6	2.151
            1169	30527.9	92	2.805
            1170	22064.9	75.1	2.531
            1171	31647.2	98.9	3.068
            1172	26414.7	88.3	3
            1173	23133.5	74.2	3.931
            1174	21526.7	85.7	2.357
            1175	21450	66.8	3.135
            1176	38013.3	111	3.429
            1177	73476	229.2	2.811
            1178	31274.1	89.4	3.13
            1179	27920.1	83.7	2.949
            1180	35319.7	101.8	3.187
            1181	39764.4	117.2	2.945
            1182	23004.8	73.1	2.931
            1183	29175.9	110	2.639
            1184	23208.9	94	2.196
            1185	37516.7	118.6	2.596
            1186	45311.5	135.9	2.845
            1187	20679.1	66.4	1.808
            1188	35081.8	106.1	2.95
            1189	23579.4	84.1	2.137
            1190	24869	100.7	1.937
            1191	27401.4	75.3	3.113
            1192	20099.3	57	3.417
            1193	34918	101.5	3.246
            1194	61539.4	213.1	2.504
            1195	27541.8	76.6	2.959
            1196	35100	97.9	3.453
            1197	49851.1	147.1	3.011
            1198	12833.6	36.6	3.127
            1199	67871.7	202	2.864
            1200	17846.4	77.9	2.17
            1201	29178.5	74	3.187
            1202	30834.7	103.5	2.59
            1203	31668	93.9	2.845
            1204	50645.4	155.5	3.082
            1205	55420.3	123.8	3.709
            1206	47239.4	120.6	3.393
            1207	24232	100.8	2.229
            1208	52622.7	151.1	3.368
            1209	27869.4	70.3	3.723
            1210	30816.5	72.9	3.826
            1211	107499.6	188.5	4.032
            1212	74192.3	223.8	2.161
            1213	23550.8	69.6	3
            1214	41155.4	88.5	3.434
            1215	37700	106.9	3.282
            1216	27211.6	91.7	2.468
            1217	27294.8	70.5	3.679
            1218	33061.6	88.4	3.526
            1219	22373	91.1	2.095
            1220	30293.9	79.3	3.906
            1221	27593.8	71.2	3.216
            1222	73853	210.5	3.225
            1223	33182.5	101.7	3.081
            1224	20796.1	70.5	2.762
            1225	27790.1	100.9	2.29
            1226	23708.1	62.5	2.928
            1227	37044.8	102.9	2.483
            1228	16250	63.2	2.228
            1229	21242	66.8	2.174
            1230	25811.5	64.2	3.999
            1231	24499.8	89.7	2.353
            1232	21066.5	79	2.418
            1233	29105.7	79.1	3.21
            1234	22062.3	81.8	2.606
            1235	21530.6	76.4	2.436
            1236	40647.1	142.3	2.629
            1237	18644.6	60.7	2.724
            1238	25333.1	89.5	2.411
            1239	26483.6	89.5	2.604
            1240	32879.6	100.5	2.756
            1241	56305.6	167.9	3.08
            1242	38459.2	103	3.023
            1243	45242.6	135.2	3.05
            1244	35747.4	85.3	4.229
            1245	51173.2	156.2	3.263
            1246	21925.8	64.3	2.188
            1247	55023.8	169.5	3.354
            1248	32990.1	78.4	2.564
            1249	108774.9	324	2.851
            1250	36159.5	107.5	2.885
            1251	27105	61	2.523
            1252	23634	52	4.127
            1253	24050	83.5	2.172
            1254	15204.8	51.9	2.779
            1255	36410.4	131.9	2.451
            1256	22071.4	71.2	3.009
            1257	38929.8	107.1	3.229
            1258	26838.5	79.2	3.24
            1259	39027.3	118.2	2.665
            1260	33398.3	99.4	3.047
            1261	51379.9	136	3.233
            1262	41788.5	139.4	2.296
            1263	22946.3	57.5	3.366
            1264	41529.8	122.1	2.641
            1265	26861.9	66.2	3.471
            1266	25156.3	63.6	3.597
            1267	38256.4	132.2	2.519
            1268	28470	75.6	3.155
            1269	34626.8	101.4	3.056
            1270	35904.7	146.1	2.055
            1271	33475	93.7	2.991
            1272	23082.8	65.6	2.711
            1273	33764.9	118.9	3.055
            1274	25428	89.4	2.353
            1275	24976.9	71.6	3.304
            1276	15964	38.8	3.698
            1277	25584	112.3	1.885
            1278	90160.2	225.9	3.411
            1279	68559.4	153.9	4.357
            1280	24540.1	94.3	2.373
            1281	36675.6	94.3	3.457
            1282	40319.5	97.5	3.659
            1283	53363.7	168.5	3.096
            1284	23380.5	78.4	2.43
            1285	43933.5	124.7	3.405
            1286	44315.7	124.7	3.001
            1287	28497.3	102.2	2.432
            1288	28497.3	102.2	2.273
            1289	33182.5	83.1	3.704
            1290	54709.2	119	3.94
            1291	21676.2	74.2	2.497
            1292	36582	119.2	3.199
            1293	34663.2	94.5	3.119
            1294	30043	89.8	2.233
            1295	43798.3	105.9	3.487
            1296	24050	80.8	1.799
            1297	39404.3	108.5	3.125
            1298	55091.4	136.3	3.305
            1299	23173.8	75.1	2.471
            1300	54133.3	156.1	2.982
            1301	28065.7	101.9	2.739
            1302	41730	108.8	3.619
            1303	65705.9	153.7	3.662
            1304	45817.2	155.4	2.672
            1305	32598.8	82.8	2.592
            1306	49762.7	197.6	2.54
            1307	27263.6	86	2.421
            1308	27170	46.6	4.052
            1309	41990	113.8	3.203
            1310	41811.9	107.7	3.943
            1311	43993.3	155.3	2.524
            1312	35579.7	113.6	3.006
            1313	59170.8	145.6	3.651
            1314	46610.2	146.3	3.033
            1315	29265.6	73	3.29
            1316	46384	135.9	3.056
            1317	19979.7	65.8	2.858
            1318	63943.1	215.1	3.494
            1319	35568	110.7	3.073
            1320	44311.8	114.5	3.576
            1321	29494.4	118.8	2.179
            1322	37672.7	90.5	3.669
            1323	22865.7	56.1	3.554
            1324	35994.4	130.7	2.649
            1325	27119.3	68.1	2.758
            1326	43583.8	108.9	3.435
            1327	56392.7	179	2.816
            1328	26208	83.9	2.611
            1329	36608	120.4	2.865
            1330	22224.8	95.5	1.777
            1331	38870	116.2	2.838
            1332	20651.8	87.4	1.91
            1333	23047.7	52.5	3.389
            1334	26993.2	70.5	3.503
            1335	21304.4	66.8	2.712
            1336	38933.7	108.1	3.311
            1337	23237.5	79.9	2.594
            1338	40131	125.2	2.913
            1339	32611.8	91.8	3.231
            1340	27290.9	65.8	3.357
            1341	86218.6	235.8	3.118
            1342	42604.9	126.1	3.208
            1343	37170.9	109.8	2.829
            1344	45164.6	128.6	2.967
            1345	45363.5	145.2	2.643
            1346	34422.7	75.8	3.96
            1347	33772.7	90.5	3.252
            1348	21292.7	57.7	3.375
            1349	23400	53.7	2.8
            1350	38283.7	89.4	2.999
            1351	51907.7	132.6	4.006
            1352	34234.2	101.1	3.374
            1353	41928.9	128.7	2.566
            1354	18809.7	63.2	2.814
            1355	45628.7	120.3	3.567
            1356	46464.6	139.5	2.875
            1357	28008.5	88.9	2.523
            1358	33818.2	105.5	3.041
            1359	16620.5	55	2.786
            1360	40404	137.6	2.42
            1361	85904	229.5	2.358
            1362	24469.9	83.7	2.66
            1363	110669	253.8	2.772
            1364	23340.2	90.4	1.997
            1365	32656	80.1	3.422
            1366	17884.1	45.8	3.962
            1367	42194.1	115.8	3.559
            1368	46358	126.1	3.568
            1369	27246.7	94.1	2.73
            1370	21834.8	68.9	2.987
            1371	16380	46.9	2.282
            1372	28870.4	95.9	2.606
            1373	40809.6	164.9	2.271
            1374	48100	124	3.447
            1375	31556.2	92.8	2.811
            1376	42655.6	119.5	2.988
            1377	22405.5	84.2	2.488
            1378	33012.2	104.2	2.639
            1379	22222.2	88.5	2.128
            1380	56516.2	145.5	3.539
            1381	22709.7	107.9	2.022
            1382	47086	108.8	3.748
            1383	46589.4	147.9	4.045
            1384	47862.1	158.6	2.254
            1385	54336.1	156.4	2.8
            1386	21747.7	77.4	2.63
            1387	32214	98.3	2.228
            1388	66519.7	187.9	3.595
            1389	23897.9	95.5	1.865
            1390	30686.5	106.6	2.414
            1391	45451.9	123.8	3.694
            1392	110299.8	316.7	2.994
            1393	34101.6	97.5	3.267
            1394	35833.2	98.1	3.555
            1395	34044.4	116.2	2.484
            1396	24263.2	112.9	1.6
            1397	43197.7	90.3	3.83
            1398	21399.3	62.4	3.063
            1399	40151.8	103.1	3.55
            1400	38981.8	116.9	2.713
            1401	46733.7	120	3.074
            1402	30898.4	68.5	3.194
            1403	20061.6	53.5	3.085
            1404	21885.5	84.3	2.399
            1405	24572.6	60.7	3.547
            1406	35418.5	98.1	3.163
            1407	47326.5	106.8	3.562
            1408	35100	92.1	3.478
            1409	36615.8	112.7	2.406
            1410	59979.4	165.9	3.203
            1411	24692.2	82.1	3.831
            1412	28392	94.6	2.74
            1413	34333	123.5	2.721
            1414	29550.3	98.8	2.721
            1415	20489.3	53.9	2.816
            1416	25305.8	53.4	3.23
            1417	76462.1	210.1	2.991
            1418	48880	120.3	3.607
            1419	29429.4	72.9	3.513
            1420	23861.5	84.7	2.245
            1421	21797.1	91.9	1.942
            1422	22490	87.5	2.39
            1423	46455.5	177.7	2.343
            1424	46744.1	107.5	4.258
            1425	50700	124.8	2.957
            1426	32146.4	78.7	2.588
            1427	31740.8	86.6	3.164
            1428	46369.7	130.2	3.161
            1429	43284.8	116.9	3.174
            1430	36364.9	125.9	2.309
            1431	26878.8	80.1	2.734
            1432	39014.3	118.6	2.658
            1433	26114.4	80	3.22
            1434	36107.5	116.1	3.009
            1435	40253.2	130.7	2.909
            1436	98426.9	269.7	3.49
            1437	33150	87.5	2.977
            1438	28321.8	94.4	2.937
            1439	28579.2	105.8	2.466
            1440	33763.6	65.4	3.533
            1441	62207.6	162.3	3.764
            1442	32364.8	121.6	2.385
            1443	52864.5	196.4	2.231
            1444	22366.5	94.8	1.883
            1445	43251	161.7	2.447
            1446	61036.3	267.7	1.858
            1447	35731.8	130.7	2.662
            1448	27926.6	70.5	3.731
            1449	47287.5	130.2	3.167
            1450	31668	109.8	2.519
            1451	54947.1	111.4	4.061
            1452	15418	29.3	3.344
            1453	35778.6	106.2	3.679
            1454	60628.1	179.5	3.038
            1455	69652.7	230	2.789
            1456	33772.7	106.1	2.751
            1457	18857.8	75.1	2.394
            1458	19912.1	53.4	3.382
            1459	22730.5	53.4	3.613
            1460	33614.1	102.1	3.027
            1461	99879	199.3	4.017
            1462	41551.9	123.2	3.256
            1463	51664.6	184.1	2.315
            1464	48063.6	126.1	3.814
            1465	20719.4	62.7	2.685
            1466	82988.1	289.1	1.619
            1467	40114.1	117	3.387
            1468	43833.4	139.8	3.057
            1469	61720.1	160.9	3.592
            1470	28888.6	88.6	1.936
            1471	30317.3	105.5	2.376
            1472	107526.9	245.8	3.854
            1473	17373.2	46.3	3.504
            1474	157770.6	307.7	3.724
            1475	30564.3	74.7	3.455
            1476	18387.2	47.6	3.617
            1477	59995	203.5	3.409
            1478	33640.1	109.4	3.551
            1479	24040.9	69.5	2.828
            1480	29863.6	90.6	2.652
            1481	32490.9	107.4	2.552
            1482	30576	101.4	3.22
            1483	19493.5	60.3	2.642
            1484	26520	87.6	3.131
            1485	52863.2	175.6	2.972
            1486	58115.2	217.8	2.539
            1487	22750	85.1	2.122
            1488	30097.6	78.8	3.198
            1489	37655.8	150.6	2.574
            1490	25808.9	89.8	2.692
            1491	25157.6	59.4	4.052
            1492	22981.4	75.3	3.004
            1493	33748	106.4	2.693
            1494	51571	164.7	2.531
            1495	28223	70.5	3.69
            1496	29872.7	77.6	4.151
            1497	26499.2	90.7	2.904
            1498	51233	148.8	4.133
            1499	36017.8	105.8	3.296
            1500	35662.9	92.4	2.611
            1501	23773.1	74.1	2.035
            1502	32396	112.4	2.747
            1503	23189.4	100.6	2.022
            1504	58364.8	170.8	3.185
            1505	35198.8	97.1	2.124
            1506	28546.7	107.7	2.419
            1507	17686.5	57	2.793
            1508	49439	120.2	3.939
            1509	40024.4	122.9	2.971
            1510	25191.4	47.9	3.118
            1511	27690	70.5	3.314
            1512	30742.4	87.6	3.137
            1513	39201.5	104.4	3.612
            1514	40266.2	106.5	3.064
            1515	29203.2	110.6	2.251
            1516	25203.1	103.8	1.978
            1517	38249.9	125.3	2.717
            1518	35705.8	119.1	2.639
            1519	14979.9	55.4	2.558
            1520	24003.2	56.9	3.092
            1521	16315	41.6	3.701
            1522	18471.7	72.2	1.848
            1523	18950.1	65.2	2.492
            1524	35727.9	97.9	2.867
            1525	29205.8	78.3	2.937
            1526	21531.9	57	3.056
            1527	48742.2	121.3	3.206
            1528	87258.6	192.3	3.607
            1529	34652.8	95.8	3.701
            1530	22090.9	99	1.795
            1531	34348.6	109.3	3.459
            1532	21416.2	61.3	3.25
            1533	44850	102.3	3.969
            1534	36281.7	89.4	2.94
            1535	44006.3	118.4	3.539
            1536	33173.4	91.7	3.153
            1537	43108	119	3.032
            1538	43218.5	106.1	2.809
            1539	23400	94.2	2.197
            1540	49444.2	119.3	2.953
            1541	51691.9	149	2.755
            1542	44025.8	155.7	2.257
            1543	27953.9	69.6	3.675
            1544	31162.3	112.4	2.483
            1545	30664.4	109	2.414
            1546	60022.3	134.8	4.215
            1547	40176.5	129.6	3.341
            1548	30210.7	80.8	3.252
            1549	25178.4	79.6	2.031
            1550	22335.3	46.6	2.842
            1551	74441.9	233.3	2.693
            1552	31012.8	90.5	3.399
            1553	46484.1	108.1	3.525
            1554	28035.8	81.8	3.523
            1555	32359.6	95.8	3.749
            1556	20150	82	1.936
            1557	22100	59.3	3.126
            1558	45500	114.5	3.795
            1559	32089.2	104.3	2.739
            1560	21448.7	87.9	1.862
            1561	21734.7	83.5	2.396
            1562	50026.6	201.9	2.007
            1563	29846.7	91	2.08
            1564	20775.3	86.9	2.233
            1565	51932.4	160.9	2.799
            1566	53596.4	175.7	2.838
            1567	36215.4	124.1	3.029
            1568	37089	110	3.159
            1569	24118.9	62.4	3.576
            1570	34856.9	100	3.164
            1571	22100	70.6	2.259
            1572	30621.5	85.5	3.294
            1573	26908.7	84.1	2.921
            1574	26566.8	72	3.31
            1575	46697.3	135.5	3.105
            1576	31747.3	85.7	3.035
            1577	29872.7	60.5	3.22
            1578	23491	78.8	2.585
            1579	25600.9	81.3	3.596
            1580	52356.2	169.3	2.523
            1581	44457.4	108.3	4.088
            1582	33036.9	88.8	3.709
            1583	31146.7	80.6	4.075
            1584	43496.7	101.7	3.929
            1585	36445.5	90.9	3.791
            1586	45414.2	135.6	3.069
            1587	38090	116.7	3.205
            1588	25009.4	75.1	2.816
            1589	23660	96.1	2.27
            1590	61682.4	151.7	3.591
            1591	38740	106.1	3.751
            1592	25879.1	115.5	2.152
            1593	59363.2	232.8	2.422
            1594	30937.4	88.9	3.016
            1595	57531.5	203	2.354
            1596	18200	54.8	2.956
            1597	21378.5	73.7	2.339
            1598	27892.8	77	3.133
            1599	12290.2	28	3.966
            1600	107805.1	202.5	4.134
            1601	12347.4	69.5	1.603
            1602	21190	62.6	3.237
            1603	27935.7	70.5	3.84
            1604	18436.6	66.5	2.402
            1605	52618.8	98.4	4.335
            1606	26439.4	57.2	3.756
            1607	42250	98.4	3.852
            1608	37271	75.6	3.305
            1609	28187.9	92.5	2.856
            1610	45490.9	125.7	3.179
            1611	18768.1	64.2	2.513
            1612	53509.3	175.1	2.465
            1613	25595.7	83.2	3.005
            1614	37443.9	113.6	2.979
            1615	33215	60.9	3.454
            1616	59705.1	142.5	3.934
            1617	107816.8	204.9	4.135
            1618	49891.4	233.3	1.971
            1619	34667.1	108	2.666
            1620	28120.3	113.6	2.42
            1621	22386	88.1	2.419
            1622	14687.4	46.8	3.765
            1623	21045.7	56.7	3.66
            1624	31804.5	74.5	2.767
            1625	60725.6	137.3	3.92
            1626	66245.4	184.8	3.219
            1627	38333.1	110.1	3.11
            1628	35328.8	102.7	2.66
            1629	35187.1	87.7	4.033
            1630	54210	159.1	3.022
            1631	24689.6	83.3	2.353
            1632	26682.5	115.3	1.809
            1633	46075.9	119.9	3.494
            1634	31153.2	80.8	3.618
            1635	44968.3	116.5	3.147
            1636	33022.6	106.5	2.572
            1637	33387.9	107	2.387
            1638	25538.5	75.8	3.679
            1639	31512	95.4	3.188
            1640	41782	107.5	3.032
            1641	25104.3	76.7	3.136
            1642	44535.4	124.7	3.105
            1643	50654.5	113.8	3.882
            1644	23985	65.8	2.739
            1645	35269	104	3.291
            1646	62852.4	174.5	3.431
            1647	24021.4	80.5	2.835
            1648	50238.5	105.5	3.256
            1649	39098.8	112	3.846
            1650	40404	105.2	3.782
            1651	59904	166.9	3.168
            1652	31142.8	94.4	2.885
            1653	22584.9	91.1	2.242
            1654	44366.4	120.3	3.613
            1655	22822.8	80.1	2.47
            1656	28978.3	70.3	3.384
            1657	31935.8	72.9	4.35
            1658	33556.9	81.4	3.594
            1659	31673.2	87.4	3.355
            1660	22620	53.4	3.921
            1661	27194.7	74.2	2.836
            1662	34972.6	92.3	2.425
            1663	28064.4	119.7	2.031
            1664	23241.4	61.1	3.268
            1665	35003.8	103.7	3.098
            1666	47348.6	118.8	3.394
            1667	20651.8	45.3	3.083
            1668	100760.4	224.4	4.142
            1669	43436.9	228.5	1.608
            1670	41364.7	100.8	2.587
            1671	23416.9	60.4	2.924
            1672	30244.5	88.2	2.851
            1673	27287	105.1	2.479
            1674	39465.4	121.6	3.177
            1675	31050.5	130.6	2.135
            1676	88437.7	202.7	4.099
            1677	34018.4	85.7	3.215
            1678	22393.8	73.8	2.473
            1679	53690	134.7	3.614
            1680	20038.2	68.1	2.626
            1681	25963.6	57.2	4.254
            1682	51870	132.8	4.069
            1683	18980	60.3	3.063
            1684	87679.8	174.3	4.099
            1685	41653.3	101.7	3.791
            1686	23145.2	79.8	2.839
            1687	24425.7	80.3	2.903
            1688	24700	78.1	2.904
            1689	46108.4	105.1	3.939
            1690	18678.4	60.6	2.434
            1691	28185.3	69.6	3.274
            1692	19490.9	73.4	2.14
            1693	28505.1	101.1	2.438
            1694	22900.8	68.9	3.42
            1695	64512.5	185	2.831
            1696	24390.6	86.1	2.506
            1697	50610.3	207.3	2.056
            1698	45160.7	190	2.017
            1699	51542.4	198	2.46
            1700	30930.9	88	3.503
            1701	44218.2	138.1	3.133
            1702	60872.5	149.5	2.749
            1703	23998	53.3	3.613
            1704	48594	149.9	2.823
            1705	27098.5	58.8	3.624
            1706	32527.3	94.1	3.335
            1707	31241.6	100	2.565
            1708	25480	71	3.262
            1709	55246.1	140.8	3.268
            1710	49904.4	181.5	2.622
            1711	38220	119.2	2.774
            1712	109756.4	294.1	3.372
            1713	58653.4	163.8	3.348
            1714	47776.3	119.9	3.726
            1715	34967.4	122.5	2.755
            1716	73469.5	171.1	3.668
            1717	27765.4	91.1	2.911
            1718	35022	110.8	2.851
            1719	19500	76.9	2.221
            1720	25598.3	59.5	4.138
            1721	24523.2	88.5	2.623
            1722	69914	204.7	2.979
            1723	26283.4	88.1	2.52
            1724	27781	100.2	2.715
            1725	23071.1	88.5	2.693
            1726	20411.3	64.6	2.67
            1727	22314.5	106.9	1.773
            1728	30395.3	77.9	2.587
            1729	24844.3	82.7	2.26
            1730	23809.5	69	2.968
            1731	45734	152	2.68
            1732	26531.7	74.5	2.63
            1733	23601.5	60.1	3.002
            1734	36916.1	120.4	2.756
            1735	45073.6	106.2	4.189
            1736	26000	73.7	2.833
            1737	36195.9	114.8	2.633
            1738	27398.8	70.3	3.565
            1739	35682.4	103.5	3.168
            1740	33800	96.3	3.104
            1741	64697.1	361.3	1.679
            1742	31889	86.4	3.637
            1743	65588.9	177.2	3.028
            1744	44813.6	120.3	3.71
            1745	51424.1	140	3.657
            1746	44943.6	141.8	2.647
            1747	30959.5	93	2.863
            1748	21528	83	2.161
            1749	29733.6	91.4	3.062
            1750	38062.7	93.8	3.546
            1751	19892.6	45	3.391
            1752	29854.5	96.5	2.738
            1753	33471.1	77.7	3.585
            1754	29698.5	78.7	3.166
            1755	22596.6	95	1.969
            1756	37427	135.9	2.268
            1757	20458.1	62.3	2.968
            1758	14574.3	68.1	1.762
            1759	14553.5	49.1	2.297
            1760	19364.8	65.9	2.636
            1761	54875.6	200.1	2.692
            1762	41330.9	79.5	3.841
            1763	20403.5	47	3.758
            1764	49983.7	148	3.202
            1765	47746.4	138	3.218
            1766	24931.4	83.5	2.508
            1767	21223.8	44.1	2.95
            1768	32034.6	69.9	2.993
            1769	26496.6	73.6	2.095
            1770	74727.9	124.4	4.275
            1771	45454.5	210.6	1.616
            1772	61942.4	158.1	3.601
            1773	40014	119.1	3.038
            1774	44584.8	98.4	4.001
            1775	22153.3	67	1.963
            1776	62879.7	180.1	2.967
            1777	24960	108.1	1.944
            1778	33503.6	79.7	3.907
            1779	53761.5	112.7	4.209
            1780	18668	62.2	2.761
            1781	30527.9	73	3.428
            1782	26566.8	90.1	2.746
            1783	26637	88.8	2.362
            1784	34979.1	99.7	3.284
            1785	24297	68.6	3.152
            1786	28473.9	68.9	3.359
            1787	48646	122.9	3.399
            1788	27760.2	106.7	2.243
            1789	25641.2	84.2	2.858
            1790	27950	88.4	3.202
            1791	65569.4	179	3.565
            1792	37667.5	102.5	3.466
            1793	27768	104.2	2.538
            1794	24707.8	70.3	3.353
            1795	30618.9	72.4	3.468
            1796	35081.8	105.8	2.478
            1797	30035.2	92.2	3.299
            1798	84180.2	235.8	2.785
            1799	28511.6	69.7	2.392
            1800	41928.9	137.4	2.541
            1801	28353	100.8	2.457
            1802	73434.4	171.9	4.043
            1803	34312.2	86.7	3.895
            1804	31515.9	91.7	3.254
            1805	34019.7	104.4	2.755
            1806	24897.6	74.8	2.795
            1807	26507	66.1	3.03
            1808	27037.4	86.9	2.745
            1809	26712.4	93.9	2.729
            1810	35639.5	94.1	2.472
            1811	28914.6	80.7	3.039
            1812	25706.2	88.9	2.865
            1813	44935.8	131.6	2.951
            1814	62176.4	208.6	3.029
            1815	28975.7	90.8	2.808
            1816	17810	62.2	2.429
            1817	21422.7	59.4	3.368
            1818	21840	69.1	2.401
            1819	138450	322.3	3.663
            1820	30540.9	80.4	3.492
            1821	26262.6	78.3	2.817
            1822	36385.7	100.8	3.3
            1823	29217.5	62.7	4.38
            1824	26189.8	85.6	2.753
            1825	36922.6	119	3.029
            1826	26625.3	58.8	3.808
            1827	27380.6	104.2	2.057
            1828	29770	97.9	2.902
            1829	54285.4	156.4	3.04
            1830	32428.5	75.7	2.467
            1831	72445.1	214.6	3.144
            1832	55433.3	149.2	3.534
            1833	22345.7	58	3.478
            1834	26811.2	77.3	2.912
            1835	53774.5	128.6	4.096
            1836	20237.1	63.6	3.057
            1837	22826.7	76.4	2.411
            1838	24164.4	73.5	2.71
            1839	24332.1	96.5	2.294
            1840	31629	100.4	2.66
            1841	144613.3	324.7	3.692
            1842	32952.4	92.2	3.275
            1843	25851.8	82.1	3.751
            1844	72233.2	156.9	3.094
            1845	92367.6	202.8	4.166
            1846	62396.1	158.3	3.907
            1847	32760	131	2.142
            1848	18441.8	47.2	3.739
            1849	57908.5	141.2	3.583
            1850	50451.7	165	2.491
            1851	29759.6	65.3	4.06
            1852	81526.9	190.7	4.15
            1853	29770	92.6	2.514
            1854	49669.1	125.8	3.79
            1855	29802.5	81.3	3.399
            1856	33653.1	109.5	3.09
            1857	31319.6	132.4	2.196
            1858	35530.3	92.1	3.187
            1859	21960.9	82.3	2.399
            1860	30271.8	75.1	3.594
            1861	24597.3	97.4	2.244
            1862	27820	89.1	2.736
            1863	58558.5	186	2.892
            1864	23988.9	85.4	2.879
            1865	61640.8	163.4	3.686
            1866	35672	101.5	2.821
            1867	38299.3	135.9	2.164
            1868	30912.7	76.3	3.288
            1869	75060.7	184.7	3.085
            1870	24177.4	48.1	3.236
            1871	45760	120.3	3.8
            1872	33995	96.3	3.203
            1873	32087.9	86.1	3.381
            1874	22501.7	53.4	3.789
            1875	31406.7	89	2.911
            1876	33126.6	97.1	3.062
            1877	36124.4	81.9	3.808
            1878	24679.2	87.2	2.37
            1879	25818	74.5	3.625
            1880	33490.6	107.1	2.413
            1881	21559.2	49.5	2.971
            1882	64929.8	205.7	3.164
            1883	44062.2	125	3.414
            1884	66384.5	137.6	4.064
            1885	69553.9	167.4	3.535
            1886	17550	58.1	1.895
            1887	36392.2	97.6	3.669
            1888	29266.9	56.2	3.061
            1889	28476.5	64.2	3.718
            1890	28327	73.8	3.191
            1891	33608.9	96.9	2.067
            1892	44300.1	126.4	3.623
            1893	56959.5	189.2	2.502
            1894	40147.9	105.3	3.267
            1895	43778.8	125	3.321
            1896	49422.1	156.1	2.849
            1897	56048.2	148	3.255
            1898	38309.7	106.7	3.01
            1899	49730.2	141.9	3.364
            1900	32523.4	90.4	3.47
            1901	31850	102.2	2.613
            1902	54340	105.5	3.701
            1903	20363.2	67.2	2.659
            1904	15597.4	53.1	2.697
            1905	22478.3	52.9	3.051
            1906	28193.1	91	2.647
            1907	38932.4	89.4	2.819
            1908	23400	81.8	2.293
            1909	52932.1	178.6	2.865
            1910	41510.3	110.8	2.925
            1911	32214	112.6	2.772
            1912	30702.1	57.1	3.387
            1913	26000	91.3	2.507
            1914	19094.4	49.9	3.495
            1915	23546.9	53.3	2.829
            1916	46369.7	135.3	2.709
            1917	32390.8	88.2	3.176
            1918	63558.3	133.3	4.65
            1919	21422.7	84.8	1.965
            1920	27179.1	74.1	3.14
            1921	25350	87.5	2.649
            1922	45021.6	157.5	2.385
            1923	35011.6	118.5	2.214
            1924	52650	132.5	3.471
            1925	24018.8	75.1	3.06
            1926	73778.9	180	3.796
            1927	38584	100.7	3.651
            1928	24339.9	80.1	2.534
            1929	25585.3	101.1	2.281
            1930	32375.2	99.3	3.209
            1931	45906.9	122.6	3.288
            1932	33503.6	107	2.938
